prompt,completion
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4 5.d4 Nd6 6.Bxc6 dxc6 7.dxe5 Nf5 8.Qxd8+ Kxd8 9.Rd1+ Ke8 10.Nc3 Be6 11.Ng5 Bc8 12.Ne2 a5 13.Nf4 h6 14.Nf3 a4 15.g4 Ne7 16.h3 c5 17.c4 b6 18.Kg2 Ba6 19.b3 Bb7 20.Bb2 a3 21.Bc3 Ng6 22.Nxg6 fxg6 23.Kg3 Be7 24.e6 Bd6+ 25.Rxd6 cxd6 26.Nh4 Be4 27.f3 g5 28.Nf5 Bxf5 29.gxf5 Rg8 30.f4 gxf4+ 31.Kxf4 Ke7 32.Rg1 g6 33.f6+ Kxe6 34.Re1+ Kd7 35.Re7+ Kc6 36.f7 Rgd8 37.Bg7 d5 38.Re6+ Kb7 39.Re7+ Kc6 40.Re6+ Kb7 41.Re7+ Kc6 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.Nf3 d6 2.d4 Bg4 3.e4 Nf6 4.Nc3 e6 5.h3 Bh5 6.g4 Bg6 7.Qe2 c6 8.Bg2 d5 9.exd5 cxd5 10.Ne5 Nc6 11.Nxg6 hxg6 12.g5 Nd7 13.Bxd5 Nxd4 14.Qe4 Bc5 15.Bd2 O-O 16.Bb3 Bb6 17.O-O-O Nc5 18.Qg4 Qc8 19.Be3 Ncxb3+ 20.axb3 Nf5 21.Rd3 Rd8 22.Rhd1 Rxd3 23.Rxd3 Qc6 24.Qe4 Nxe3 25.Qxc6 bxc6 26.fxe3 Kf8 27.b4 Ke7 28.Na4 Rh8 29.Nxb6 axb6 30.Ra3 Rxh3 31.Ra7+ Kd6 32.Rxf7 Rg3 33.Rxg7 Rxg5 34.Kd2 Rg4 35.b5 cxb5 36.Kd3 Rg5 37.Rb7 Rd5+ 38.Ke4 Kc5 39.Re7 Rd2 40.Rxe6 Rxc2 41.Rxg6 Rxb2 42.Kd3 Rb3+ 43.Kd2 b4 44.Kc2 Rxe3 45.Kb2 Kb5 46.Rg8 Rh3 47.Rf8 b3 48.Rf5+ Ka4 49.Rf4+ Ka5 50.Rf5+ b5 51.Rf4 b4 52.Rf8 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.d3 b5 7.Bb3 d6 8.a4 Bd7 9.c3 O-O 10.Bc2 b4 11.Re1 Re8 12.a5 Rb8 13.Nbd2 Bf8 14.Bb3 bxc3 15.bxc3 h6 16.h3 Be6 17.Ba4 Bd7 18.Nc4 Ne7 19.Bc2 Ng6 20.d4 exd4 21.cxd4 d5 22.exd5 Rxe1+ 23.Qxe1 Nxd5 24.Bxg6 fxg6 25.Nce5 Be8 26.Ba3 Bd6 27.Bc5 g5 28.Rc1 Nf4 29.Qe4 Bxe5 30.Nxe5 Qd5 31.Qxd5+ Nxd5 32.Re1 Rb5 33.Kh2 Bf7 34.Nxf7 Kxf7 35.Re5 c6 36.Rf5+ Ke6 37.Re5+ Kf7 38.Rf5+ Kg6 39.Re5 Rxa5 40.Re6+ Kf5 41.Rxc6 Ra2 42.Rd6 Nf6 43.d5 Ke4 44.Rd8 Nxd5 45.Re8+ Kf5 46.Bd4 Nf6 47.Re7 Rd2 48.Be3 Rd7 49.g4+ Kg6 50.Re6 a5 51.Ra6 Rd5 52.Kg3 Kh7 53.Kf3 Rb5 54.Bd4 Rb3+ 55.Kg2 Nd5 56.Be5 Rb5 57.Ra7 Ne3+ 58.fxe3 Rxe5 59.Kf3 Kg6 60.Ra6+ Kf7 61.Ra7+ Kf6 62.Ra6+ Ke7 63.Ra7+ Kd6 64.Rxg7 Kc5 65.Rg6 a4 66.Rxh6 a3 67.h4 gxh4 68.Rxh4 a2 69.Rh1 Kc4 70.Kf4 Ra5 71.Ra1 Kb3 72.g5 Kb2 73.Rxa2+ Rxa2 74.g6 Kc3 75.Kf5 Rf2+ 76.Ke6 Rg2 77.Kf7 Kd3 78.g7 Rxg7+ 79.Kxg7 Kxe3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 d5 5.cxd5 exd5 6.Bg5 h6 7.Bh4 c5 8.dxc5 Nbd7 9.e3 Qa5 10.Nd2 Bxc3 11.bxc3 Qxc5 12.Rc1 O-O 13.Be2 Qa3 14.O-O Qxa2 15.c4 Ne4 16.Nxe4 dxe4 17.Be7 Re8 18.Bd6 Nf6 19.Ra1 Qb2 20.c5 a5 21.Rb1 Qa2 22.Bb5 Rd8 23.Qc1 Qe6 24.Bc7 Rf8 25.Bd6 Rd8 26.Bc7 Rf8 27.Bd6 Rd8 28.Bc7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.Nf3 d5 2.d4 Nf6 3.c4 c6 4.e3 Bf5 5.Nc3 a6 6.Be2 h6 7.Qb3 Ra7 8.cxd5 cxd5 9.Bd2 e6 10.Ne5 Be7 11.Rc1 O-O 12.O-O Nfd7 13.Nxd7 Nxd7 14.a4 Nb8 15.e4 dxe4 16.d5 Nd7 17.Be3 Bc5 18.Nxe4 Bxe3 19.Qxe3 Qb6 20.Ng3 Qxe3 21.fxe3 Bg6 22.dxe6 fxe6 23.Rfd1 Nf6 24.Rd6 Bf7 25.Bf3 a5 26.Rb6 Be8 27.Rxe6 Bxa4 28.Re7 Re8 29.Nf5 Rxe7 30.Nxe7+ Kf8 31.Nc8 Ra6 32.Bxb7 Re6 33.e4 Bd7 34.Rc5 Nxe4 35.Rxa5 Bxc8 36.Bxc8 Rc6 37.Rf5+ Nf6 38.Bb7 Rb6 39.Bf3 Rxb2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.a3 Be7 7.g4 d5 8.Bb5 Bd7 9.exd5 Nxd5 10.Nxc6 bxc6 11.Bd3 Nxc3 12.bxc3 O-O 13.O-O c5 14.Qf3 Rc8 15.Rd1 Qe8 16.Bf4 c4 17.Be4 f5 18.gxf5 Bc6 19.Bxc6 Rxc6 20.Rab1 Rxf5 21.Qe4 Qg6+ 22.Bg3 Rd5 23.Qxg6 hxg6 24.Rxd5 exd5 25.Rb7 Bf6 26.Rxa7 Bxc3 27.Rd7 Rc5 28.Bc7 Rb5 29.a4 Rb7 30.Rd8+ Kh7 31.Bf4 d4 32.Rc8 Rb4 33.a5 Ra4 34.a6 Rxa6 35.Rxc4 Ra2 36.Be5 Rxc2 37.Bxd4 Rc1+ 38.Kg2 Bb2 39.Rxc1 Bxc1 40.Kf3 Bg5 41.Kg4 Be7 42.f4 Kg8 43.h4 Kf7 44.Bxg7 Kxg7 45.h5 gxh5+ 46.Kxh5 Bd6 47.Kg4 Bxf4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 a6 5.Bd3 Bg4 6.Nbd2 Nbd7 7.Qc2 e6 8.O-O dxc4 9.Bxc4 Be7 10.e4 O-O 11.Bd3 h6 12.h3 Bh5 13.e5 Nd5 14.g4 Nb4 15.Bh7+ Kh8 16.Qb1 f5 17.exf6 Nxf6 18.gxh5 Nxh7 19.Ne5 Kg8 20.Qg6 Rf6 21.Qg4 Ng5 22.Ndc4 Nd5 23.h4 Nf7 24.Kh1 Bf8 25.Be3 Ne7 26.Nb6 Ra7 27.Ned7 Rf5 28.Rg1 Nd5 29.Nxd5 Rxd5 30.Nxf8 Qxf8 31.Rg3 Ra8 32.Rag1 Kh8 33.Qxe6 Rxh5 34.Qg4 g6 35.d5 Ne5 36.Bd4 Qf6 37.Bxe5 Qxe5 38.dxc6 bxc6 39.Rd1 Rg8 40.Qd4 Qxd4 41.Rxd4 g5 42.Rc3 Rf8 43.Kg1 Rf6 44.hxg5 Rxg5+ 45.Kf1 Kg7 46.Rdc4 Ra5 47.a3 Rb5 48.Rc2 Rd6 49.a4 Rb6 50.b4 a5 51.bxa5 Ra6 52.Rg4+ Kf7 53.Rc5 Rd5 54.Rgc4 Rxa5 55.Rxc6 Rd1+ 56.Ke2 Ra1 57.Rf4+ Ke7 58.Rcc4 h5 59.Rb4 Ra2+ 60.Kf3 Ra3+ 61.Kg2 Ke6 62.Rbe4+ Kd6 63.f3 Ra2+ 64.Kh3 Ra1 65.Rd4+ Ke6 66.Rb4 Rg5 67.Rfe4+ Kf6 68.Rf4+ Ke6 69.Rb6+ Ke7 70.Rb2 Rh1+ 71.Rh2 Ra1 72.Kh4 Rg8 73.Rd4 Kf6 74.Rf4+ Ke5 75.Rb4 Kf5 76.Kh3 Ra3 77.Rf2 Ra8 78.Rb5+ Kf4 79.Rxh5 Rxf3+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3 Ne4 8.Bd2 Bf6 9.Ne5 Nxc3 10.Bxc3 Bxg2 11.Kxg2 d5 12.Ng4 Nd7 13.Qa4 Be7 14.Rfd1 Nf6 15.Ne5 Qe8 16.Nc6 Kh8 17.f3 a6 18.Be1 Bd6 19.Rac1 b5 20.cxb5 axb5 21.Qxb5 Rxa2 22.Ba5 Qa8 23.Rd3 Nd7 24.Rdc3 Nb8 25.b4 Nxc6 26.Rxc6 Rb2 27.R6c2 Rxc2 28.Rxc2 Qa7 29.e3 h6 30.Qc6 Kg8 31.Kf2 Qa8 32.Kg2 Qxc6 33.Rxc6 Rb8 34.Bxc7 Bxc7 35.Rxc7 Rxb4 36.g4 Rb2+ 37.Kg3 g5 38.Rc3 Re2 39.h4 Kg7 40.Ra3 Kg6 41.h5+ Kf6 42.Rb3 Kg7 43.Ra3 Kf6 44.Rb3 Kg7 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.Re1 Nf6 6.Nc3 O-O 7.e5 Ne8 8.Bxc6 dxc6 9.d3 Nc7 10.Ne4 b6 11.h3 Ne6 12.Be3 Nd4 13.Nxd4 cxd4 14.Bf4 c5 15.Qf3 Be6 16.Qg3 Qd5 17.Qh4 f6 18.exf6 exf6 19.Bh6 Bf5 20.Bxg7 Kxg7 21.b3 Rae8 22.Ng3 Bd7 23.Qf4 Bc6 24.f3 Re5 25.Rxe5 Qxe5 26.Qxe5 fxe5 27.Re1 Kf6 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e6 2.d4 d5 3.Nd2 a6 4.Ngf3 Nf6 5.e5 Nfd7 6.c3 c5 7.Bd3 Nc6 8.O-O g5 9.Nb1 g4 10.Ne1 cxd4 11.cxd4 Nxd4 12.Qxg4 Nc6 13.f4 Nc5 14.Be3 h5 15.Qe2 Bd7 16.Nd2 Nb4 17.Bxc5 Bxc5+ 18.Kh1 Qb6 19.Ndf3 O-O-O 20.Ng5 Rdf8 21.Nh7 Rd8 22.Ng5 Be8 23.a3 Nxd3 24.Nxd3 Be7 25.h4 Kb8 26.Rac1 d4 27.f5 Bxg5 28.hxg5 h4 29.Kh2 h3 30.g4 Qb3 31.Qc2 Qxc2+ 32.Rxc2 Bb5 33.Rf3 exf5 34.gxf5 Rh5 35.g6 fxg6 36.fxg6 Rg8 37.Rd2 Ka7 38.Rg3 Rh4 39.Nf2 Be8 40.g7 Bd7 41.Rg6 Rh7 42.Rxd4 Rhxg7 43.Rxg7 Rxg7 44.Nxh3 Rh7 45.Rd3 Bf5 46.Rf3 Rh5 47.Re3 Bxh3 48.Rxh3 Rxe5 49.Kg1 Kb6 50.Kf2 Rc5 51.Ke1 Rd5 52.Rb3+ Rb5 53.Rxb5+ Kxb5 54.Kd2 Kc4 55.Kc2 b6 56.b3+ Kd4 57.a4 a5 58.Kd2 Kc5 59.Kc3 b5 60.axb5 Kxb5 61.Kc2 a4 62.bxa4+ Kxa4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.c4 g6 2.g3 c5 3.Bg2 Bg7 4.Nc3 Nc6 5.Nf3 d6 6.O-O e6 7.e3 Nge7 8.d4 O-O 9.Bd2 a6 10.d5 Na5 11.b3 b5 12.dxe6 fxe6 13.Ne4 bxc4 14.Bxa5 Qxa5 15.Qxd6 Nf5 16.Qxc5 Qxc5 17.Nxc5 Bxa1 18.Rxa1 cxb3 19.axb3 Rb8 20.Ne5 Rb5 21.Rc1 Rd8 22.Nc6 Re8 23.Ne4 Rf8 24.g4 Nh4 25.Ne7+ Kh8 26.Nxc8 Rxb3 27.Ncd6 a5 28.Ra1 a4 29.Rxa4 Rb1+ 30.Bf1 Nf3+ 31.Kg2 g5 32.Ra7 Nh4+ 33.Kh3 Rf3+ 34.Ng3 Rxf1 35.Nf7+ Kg8 36.Nxg5 R1xf2 37.Nxf3 Nxf3 38.Ne4 Re2 39.Kg3 Nxh2 40.Nf6+ Kf8 41.Nxh7+ Ke8 42.Nf6+ Kf8 43.e4 Nf1+ 44.Kf4 Ne3 45.Kg5 Nc4 46.Nd7+ Ke8 47.Nc5 Nd6 48.Kf6 Nxe4+ 49.Nxe4 Rxe4 50.g5 Rf4+ 51.Kg7 e5 52.g6 e4 53.Kh6 e3 54.g7 Rg4 55.Ra8+ Kf7 56.Rf8+ Ke6 57.g8=Q+ Rxg8 58.Rxg8 Kf5 59.Kh5 Kf4 60.Kh4 e2 61.Re8 Kf3 62.Kh3 Kf2 63.Rxe2+ Kxe2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.g3 g6 2.Bg2 Bg7 3.e4 e5 4.Ne2 c5 5.d3 Nc6 6.Be3 d6 7.Qd2 Nd4 8.c3 Nxe2 9.Qxe2 Ne7 10.h4 h6 11.h5 g5 12.f4 exf4 13.gxf4 gxf4 14.Bxf4 Nc6 15.Na3 Be5 16.Be3 Be6 17.Nc4 Bg3+ 18.Kd2 Qd7 19.d4 cxd4 20.cxd4 Ne5 21.Nxe5 dxe5 22.d5 Bg4 23.Bf3 Bxf3 24.Qxf3 Qb5 25.Rac1 Qxb2+ 26.Kd1 Bf4 27.Bxf4 exf4 28.Qxf4 Rg8 29.Rf1 Qd4+ 30.Ke1 Qb4+ 31.Kd1 Qd4+ 32.Ke1 Qb4+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.Nf3 Nf6 2.g3 d5 3.Bg2 e6 4.O-O Be7 5.d3 O-O 6.a4 c5 7.e4 Nc6 8.Bf4 h6 9.Qe2 b6 10.Re1 Bb7 11.e5 Nh7 12.h4 Rc8 13.c3 d4 14.c4 Kh8 15.Bc1 Nb4 16.Na3 Qd7 17.Bd2 Nc6 18.Nh2 Rce8 19.Nc2 a5 20.Ng4 Bd8 21.Rf1 Ne7 22.Bxb7 Qxb7 23.Ne1 Nc6 24.Ng2 h5 25.Nh2 Bc7 26.Nf3 Bb8 27.Nf4 g6 28.Kh2 Kg7 29.Rae1 f6 30.exf6+ Nxf6 31.Ng5 Bxf4 32.Bxf4 e5 33.Bd2 Qd7 34.f3 Nd8 35.b3 Nb7 36.Ne4 Nxe4 37.Qxe4 Nd6 38.Qd5 Rf5 39.g4 hxg4 40.fxg4 Rxf1 41.Rxf1 Qxg4 42.Bg5 Qe2+ 43.Kg1 Qg4+ 44.Kh2 Qe2+ 45.Kg1 Qg4+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Nd5 Nxd5 8.exd5 Nb8 9.a4 Be7 10.Be2 O-O 11.O-O Nd7 12.Bd2 f5 13.a5 a6 14.Na3 e4 15.Nc4 Ne5 16.Nb6 Rb8 17.f4 exf3 18.Bxf3 g5 19.c4 f4 20.Bc3 Bf5 21.c5 Nxf3+ 22.Qxf3 dxc5 23.Rad1 Bd6 24.h3 Qe8 25.Nc4 Qg6 26.Nxd6 Qxd6 27.h4 gxh4 28.Qxf4 Qxf4 29.Rxf4 h5 30.Re1 Bg4 31.Rf6 Rxf6 32.Bxf6 Kf7 33.Bxh4 Re8 34.Rf1+ Kg8 35.Rf6 Re2 36.Rg6+ Kf8 37.d6 Rd2 38.Rg5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 g6 6.Nc3 Bxa6 7.e4 Bxf1 8.Kxf1 d6 9.g3 Bg7 10.Kg2 O-O 11.Nf3 Nbd7 12.Qe2 Qa5 13.e5 dxe5 14.Nxe5 Nxe5 15.Qxe5 Ra7 16.Rd1 Rd8 17.Qe2 Rad7 18.Qf3 c4 19.Be3 Nxd5 20.Nxd5 Rxd5 21.Rxd5 Qxd5 22.Qxd5 Rxd5 23.Rc1 Bxb2 24.Rxc4 Ba3 25.Rc3 Ra5 26.Kf3 Bd6 27.Rc2 f5 28.Bd2 Ra4 29.h4 Kf7 30.Bg5 e5 31.Kg2 Ke6 32.Rb2 Ra6 33.Be3 f4 34.gxf4 exf4 35.Bd4 Ra4 36.Bc3 f3+ 37.Kxf3 Ra3 38.Rb3 Rxa2 39.Bb4 Be5 40.Bc5 Rc2 41.Be3 Rc4 42.Bg5 Rc3+ 43.Rxc3 Bxc3 44.Ke4 h5 45.Bf4 Bf6 46.Bg3 Be7 47.Kf3 Kf5 48.Kg2 Ke4 49.f3+ Ke3 50.Bf2+ Ke2 51.Bg3 Bf6 52.Bf2 Be5 53.Bg1 Bf4 54.Bf2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.O-O Nf6 5.d3 d6 6.c3 a6 7.a4 h6 8.Re1 O-O 9.Nbd2 Ba7 10.Nf1 Re8 11.Be3 Bxe3 12.Nxe3 Be6 13.Bxe6 Rxe6 14.b4 a5 15.b5 Ne7 16.Qc2 Ng6 17.g3 d5 18.c4 c6 19.cxd5 cxd5 20.Rac1 Re7 21.Qb3 Rd7 22.exd5 Nxd5 23.Nc4 f6 24.d4 exd4 25.Nxd4 Nf8 26.Rcd1 Kh7 27.Nc6 Qc7 28.N6xa5 Ng6 29.h4 Rxa5 30.Nxa5 Qxa5 31.Qd3 Nb6 32.Qb1 Rxd1 33.Rxd1 h5 34.Rd4 Qc3 35.Rd6 Nc4 36.Rd3 Qe5 37.Rd7 b6 38.Qd1 Qf5 39.Qd3 Qh3 40.Qd1 Qf5 41.Qd3 Qe6 42.Qd1 Qf5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e6 2.Nf3 d5 3.e5 c5 4.c3 Qb6 5.d4 Bd7 6.Bd3 Bb5 7.dxc5 Bxc5 8.b4 Be7 9.Be3 Qa6 10.Bxb5+ Qxb5 11.a4 Qd7 12.O-O Nc6 13.Nbd2 Nh6 14.Bxh6 gxh6 15.Re1 Rg8 16.Nb3 Rc8 17.Qd3 Rg6 18.b5 Nb8 19.Rac1 Qc7 20.c4 dxc4 21.Qe4 Nd7 22.g3 Nb6 23.Na5 c3 24.Nxb7 Nd5 25.Nd6+ Bxd6 26.Qxd5 Ba3 27.Qe4 Bxc1 28.Rxc1 c2 29.Kg2 Kf8 30.Ne1 Qc4 31.Qb7 Rc7 32.Qb8+ Kg7 33.Qa8 Qxa4 34.b6 Qc6+ 35.Qxc6 Rxc6 36.bxa7 Ra6 37.Rxc2 Rxa7 38.Nd3 Rg5 39.Re2 h5 40.h4 Rg4 41.Nf4 Kh6 42.Kf3 Ra3+ 43.Re3 Rxe3+ 44.Kxe3 Rg8 45.Ke4 Ra8 46.Ke3 Ra4 47.Kf3 Ra5 48.Ke4 Ra2 49.Ke3 Ra3+ 50.Ke4 Rb3 51.Kd4 Rb5 52.Ke4 Ra5 53.Kd4 Ra8 54.Ke4 Re8 55.Ne2 Kg6 56.Nf4+ Kg7 57.Nxh5+ Kg6 58.Nf6 Ra8 59.h5+ Kg7 60.f4 Ra4+ 61.Kf3 h6 62.Kg4 Ra3 63.Kh4 Ra4 64.Kg4 Ra1 65.Kf3 Rh1 66.Kg4 Rg1 67.Ne8+ Kf8 68.Nf6 Ke7 69.Nh7 Ra1 70.Nf6 Kf8 71.Nh7+ Kg7 72.Nf6 Rg1 73.Ne8+ Kf8 74.Nd6 Kg7 75.Ne8+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.a3 Bxc3+ 5.bxc3 Nc6 6.f3 b6 7.e4 Ba6 8.Bg5 h6 9.Bh4 g5 10.Bf2 Qe7 11.h4 O-O-O 12.d5 Na5 13.c5 Bxf1 14.d6 cxd6 15.cxd6 Qf8 16.Kxf1 Ne8 17.e5 f6 18.Qd3 Kb7 19.Rb1 fxe5 20.Qe4+ Nc6 21.Bxb6 axb6 22.Qe3 Nxd6 23.Qxb6+ Ka8 24.Qa6+ Na7 25.Rb6 Rb8 26.Rxd6 g4 27.Rxd7 Qc5 28.Qd3 Rb2 29.Ne2 g3 30.Ke1 Rhb8 31.Kd1 Qxa3 32.Qe4+ R2b7 33.Nxg3 Nb5 34.Qc6 Na7 35.Qe4 Nb5 36.Qc6 Na7 37.Qe4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Bxf6 gxf6 10.Nd5 Bg7 11.Bd3 Ne7 12.Nxe7 Qxe7 13.c4 f5 14.O-O O-O 15.Qh5 d5 16.cxd5 Qd8 17.exf5 Qxd5 18.Rad1 e4 19.Bxb5 Qxf5 20.Qxf5 Bxf5 21.Bd7 Bxd7 22.Rxd7 Bxb2 23.Nc4 Bg7 24.g3 Rfd8 25.Rfd1 Rxd7 26.Rxd7 Rc8 27.Nd6 Rc1+ 28.Kg2 Rc2 29.Nxe4 Rxa2 30.Rd8+ Bf8 31.Nf6+ Kg7 32.Nh5+ Kg8 33.g4 a5 34.g5 a4 35.h4 Rb2 36.Nf6+ Kg7 37.h5 Rb5 38.f4 h6 39.Ng4 Ba3 40.Nxh6 Be7 41.Rd7 Bxg5 42.Nxf7 Rb2+ 43.Kf3 Bxf4 44.Ne5+ Kh6 45.Kxf4 a3 46.Rd5 Rb4+ 47.Kg3 a2 48.Ra5 a1=Q 49.Rxa1 Kxh5 50.Ra5 Rb1 51.Kf4 Rf1+ 52.Nf3+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 Nc6 3.Nc3 g6 4.d4 cxd4 5.Nxd4 Bg7 6.Be3 Nf6 7.Bc4 O-O 8.Bb3 e6 9.O-O d5 10.exd5 Nxd5 11.Nxd5 exd5 12.c3 Na5 13.Qd3 Nxb3 14.axb3 a6 15.Qd2 Re8 16.Rfe1 Bd7 17.Nc2 Bc6 18.Bd4 f6 19.Rxe8+ Qxe8 20.h3 Qf7 21.Nb4 Bf8 22.Nxc6 bxc6 23.b4 Bd6 24.b5 cxb5 25.Bxf6 a5 26.Bd4 Qf4 27.Qxf4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 g6 3.c4 Nc6 4.d4 cxd4 5.Nxd4 Nf6 6.Nc3 Nxd4 7.Qxd4 d6 8.Bg5 Bg7 9.Qd2 O-O 10.Bd3 a5 11.O-O a4 12.Rfe1 Bd7 13.Rab1 Re8 14.h3 Qa5 15.b4 axb3 16.axb3 Qb4 17.Qc2 Be6 18.Bd2 Qc5 19.Be3 Qb4 20.Nb5 Rec8 21.f4 Bd7 22.Nc3 Bc6 23.Ne2 Nd7 24.Nd4 Nc5 25.Kh2 Ra3 26.Bg1 Rca8 27.Bf1 Ra2 28.Nxc6 bxc6 29.Qd1 Ne6 30.Qf3 Nd4 31.Qg3 Rc2 32.e5 dxe5 33.fxe5 c5 34.Bxd4 cxd4 35.Ra1 Rxa1 36.Rxa1 Qb8 37.Re1 Rc3 38.Qf4 Rxb3 39.Qxd4 e6 40.c5 Rb4 41.Qd6 Bf8 42.Qxb8 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.Nc3 a6 5.cxd5 exd5 6.Bg5 Be6 7.e3 Nbd7 8.Bd3 Bd6 9.Bf4 Qe7 10.O-O O-O 11.h3 Rfe8 12.Qc2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 d6 3.Bb5+ Nd7 4.d4 cxd4 5.Qxd4 a6 6.Bxd7+ Bxd7 7.c4 Nf6 8.Nc3 g6 9.O-O Bg7 10.a4 O-O 11.Qd3 Bc6 12.Nd4 Nd7 13.Be3 Rc8 14.b3 Nc5 15.Qc2 Qd7 16.Rad1 f5 17.exf5 gxf5 18.Nxc6 Rxc6 19.Rfe1 f4 20.Bd4 f3 21.Nd5 Qg4 22.Ne3 Qg5 23.Bxg7 Qxg7 24.g3 e5 25.h4 Ne6 26.Qe4 Kh8 27.Nf5 Qf6 28.Nxd6 Nd4 29.Rxd4 exd4 30.Ne8 Qf7 31.Qxd4+ Kg8 32.Nd6 Qd7 33.Qd5+ Kh8 34.Qd4+ Qg7 35.Re5 Rc7 36.Qe3 Rd7 37.c5 a5 38.Kh2 Qf6 39.Rf5 Qg7 40.Ne8 Rxf5 41.Nxg7 Kxg7 42.g4 Rff7 43.Qe5+ Kg8 44.Qe8+ Kg7 45.Qe5+ Kg8 46.Qe8+ Kg7 47.Qe5+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.Ne2 d5 6.a3 Bxc3+ 7.Nxc3 cxd4 8.exd4 dxc4 9.Bxc4 Nc6 10.Be3 O-O 11.O-O b6 12.d5 exd5 13.Nxd5 Be6 14.Nxf6+ Qxf6 15.Bxe6 Qxe6 16.Rc1 Rac8 17.Qa4 Na5 18.Qf4 Rxc1 19.Rxc1 Rc8 20.Rxc8+ Qxc8 21.h3 Nc6 22.a4 Qd7 23.Kh2 Qe7 24.Qf3 Qe8 25.b3 h6 26.Qd5 Qe6 27.Qxe6 fxe6 28.Kg3 Kf7 29.Kf4 e5+ 30.Kf5 h5 31.Bd2 g6+ 32.Ke4 Ke6 33.Bc3 a6 34.f3 b5 35.g3 b4 36.Be1 Nd4 37.Bxb4 Nxb3 38.a5 Nd4 39.Bc3 Nb3 40.Bb4 Nd4 41.g4 Ne2 42.Bd2 Ng1 43.h4 Ne2 44.Be1 Nc1 45.gxh5 gxh5 46.Bc3 Nb3 47.f4 Nc5+ 48.Ke3 Nd7 49.fxe5 Nxe5 50.Kf4 Ng6+ 51.Kg5 Nxh4 52.Kxh4 Kd5 53.Kxh5 Kc4 54.Bg7 Kb4 55.Bf6 Kxa5 56.Bd8+ Kb5 57.Kh6 a5 58.Bxa5 
